,re_dist,le_dist,rw_dist,lw_dist,rs_dist,ls_dist,label
0,528.1221218519288,529.5686197372071,480.06675202481176,533.8350476098855,268.2858304477425,274.352152652919,buy
0,535.3790812225544,529.0959342808343,480.6290302128905,536.8717639894807,270.55277322395233,275.5539106293907,buy
0,534.1443561936879,524.4574505793643,451.03721822771604,528.8041709033512,281.3882523643306,274.1066102953629,buy
0,518.8559574680847,529.9007540036384,445.26098002832987,536.6711705666394,268.90177154335726,287.6556303752932,buy
0,442.07803090176765,527.4805512043002,444.83755550150795,534.0851126265501,259.9609432795327,280.14262300415203,buy
0,427.99954207160727,516.9292836259934,461.7736632392355,531.9732399651326,271.67351455112026,269.5059806014796,buy
0,509.6213453934965,529.7382984816483,453.5015719632885,540.2574571380801,278.80337888731236,287.48976118418926,buy
0,544.874389832613,531.4636559207026,422.97415378690937,538.6440552524292,272.00815222317897,287.4924860598021,buy
0,542.4340886152265,523.7418726980557,469.61538645070647,533.1744903108395,273.533134151402,278.01848744671946,buy
0,532.1783201153332,523.0181360611508,477.11570722684,531.8790169527988,269.2888537555714,276.4651114036788,buy
0,533.2915986040933,520.2731310369878,447.214799792391,528.704202667278,280.65594943106197,274.84962120194064,buy
0,518.3780420701856,520.0540783765613,443.11474858843525,528.3626659808154,273.6534258223782,272.2189280481586,buy
0,350.43833013273286,518.2734077907501,416.08542739282433,527.5251881196566,260.50760529089604,273.3654939786806,buy
0,385.59702932278884,521.3197583326192,440.8029913833165,527.7512371046286,275.69094393160043,273.64233000114183,buy
0,500.10672484125587,521.8867345938064,465.21983299945316,527.4128612874908,283.74165479125145,270.3452440193428,buy
0,533.7486352049054,520.9314491995725,430.53195885998537,526.7010575359935,283.44561623075,270.2336123438263,buy
0,537.8013067060518,524.7476111699985,465.43125757295263,528.9001891320728,276.6161494615092,271.294400983011,buy
0,532.2711270313747,523.0035368748189,474.35309654312675,534.2035641690471,271.87039538090966,271.98076054195667,buy
0,531.5012515083391,518.5860415023234,451.9038462335744,528.6968094028333,274.4901708794783,266.4991550942609,buy
0,513.3277887264535,519.5593431955654,459.7763307698467,526.1296782980778,268.19778324494143,267.37678339231434,buy
0,371.0374586684952,517.6434289797804,453.40174063801146,525.17584104794,262.4760983309085,266.58158468377843,buy
0,386.6807516286741,524.1152649515809,448.9491446666786,532.3977068350563,240.75713030626233,280.2258403328078,buy
0,402.79147042160054,524.0819280294235,465.6527814724262,534.1765544690389,244.3549086203116,281.2792963080853,buy
0,527.2014252496186,523.5328275537291,462.92091894529267,531.7930391862627,259.465130568627,280.5553108727818,buy
0,528.7310621379456,523.5592224714115,432.20142601884123,523.6963378897804,262.23281523616976,280.1393611293268,buy
0,516.5885106956855,527.1394431940291,459.6644305877692,518.5179998932703,253.67118830661445,278.23863711632,buy
0,522.1718484986742,528.71781505398,444.97853943236487,517.873373898096,258.51000616928985,281.2674927545484,buy
0,511.09772569588284,496.432485649837,288.03128279979165,485.25106637349177,290.96494146470553,267.32884206754073,buy
0,495.47684490293506,502.5324534989964,301.7791076909004,490.44767593350304,278.88656510216344,274.06684186058993,buy
0,511.87353426915445,501.74099990364795,403.46149454095473,490.6556023575926,273.5042953650762,273.10712645117104,buy
0,524.7613928548607,501.73596766478374,448.2986085080458,487.07775734741966,274.8560960414327,272.5101449602275,buy
0,501.00765516054634,502.4186089166976,471.33798099948933,487.4845633496939,277.62668373734743,273.0406820872647,buy
0,516.7053264997053,505.86403128799725,471.254205098353,488.7602100531296,273.78093588841347,277.0855118846895,buy
0,503.9351750117443,502.3882898441053,453.5029683376039,485.70103613473856,277.4741422946457,273.9063637072557,buy
0,521.9348221082392,505.1744611403695,370.23558728325577,491.9670780616663,292.67856489503686,276.8957787902807,buy
0,509.35126590888325,506.878617485407,269.84132495751027,492.1511939774093,284.331604202267,274.2729143453139,buy
0,481.24641485435694,504.0273711894238,296.7407156790152,488.8797462240496,283.2187256517124,271.89230032215806,buy
0,485.4493141655753,501.8041610198057,359.3198581509039,488.7497021536461,288.08485065498763,269.13349389479515,buy
0,485.1844782439363,495.73470186076065,361.60701112706545,486.0238630765943,283.6643190847986,271.363381871694,buy
0,503.0347228155562,497.41164625620473,329.0901666749701,489.6450110649014,262.47054545670335,273.44516188594,buy
0,509.15081743224977,507.4148897463753,318.60338890863267,493.570911472651,293.79060375196036,274.40949614624105,buy
0,518.9815895562307,508.7240794009716,362.30838279899245,496.5357783944618,279.0037938029328,277.5749798450404,buy
0,525.8729525257352,516.9573239471915,454.34702145599016,503.4500256483307,273.6948534612472,276.57796401448985,buy
0,529.1836806962581,520.6617556531617,483.12493073267063,510.64704807380207,276.15900998361553,274.5702333621106,buy
0,522.6802483838011,511.82874170422707,477.89900443504996,497.9267888363343,284.98325741673636,278.1436943300594,buy
0,514.20081440928,507.6352669128634,437.989480791973,492.57311583291374,279.2550101446943,277.2368101699188,buy
0,517.1784290577378,507.599978156817,329.53192765361774,496.13667019901675,275.3739271318677,278.8691356900097,buy
0,501.8248480210574,507.89522775375275,261.24345078608957,495.8854091491447,262.920970545068,276.60758064040215,buy
0,477.3286498274208,510.86345626828086,311.9196839419914,497.7457787730729,281.0703643028113,278.05851562304184,buy
0,490.6464082490759,509.16410059172125,395.61203762174085,496.12325797061806,289.6572952626168,278.45042188263864,buy
0,491.9893335296798,505.0307032609965,357.09082382981376,493.38643959651574,277.75822550153083,274.01664032334844,buy
0,510.8776401159833,504.9510072515817,330.3358335651113,494.5172258799146,288.1612367916178,273.3230968522817,buy
0,510.8501025756503,504.10817879906864,321.07412284448515,495.44282132310326,292.20764033526547,275.1664158666442,buy
0,523.7024704789372,506.59670042201697,383.25714411374247,496.0262308913315,288.58939989407315,276.927697913739,buy
0,517.8512327882355,507.8328249040408,445.02379223447076,495.6183567942412,282.2751202050944,277.45218749092317,buy
0,523.9593759027994,506.8475500000547,475.1475367828977,496.88202578940746,285.34190164521647,274.4272879809313,buy
0,504.65925374271734,502.57269562646417,454.98860827052096,494.42459569991865,282.24790133561737,276.7329390465408,buy
0,494.8214903490735,448.88708483817356,390.1936804139007,401.9840521395633,261.90095282232164,235.12293690809022,buy
0,483.7006952706581,438.69854112338635,381.2827116973099,394.5203673652419,268.617078642792,226.5844010366556,buy
0,480.126219159344,446.0644622968597,361.17507702039904,407.7158067133689,252.28392504018868,234.90648858681703,buy
0,480.52683965773474,454.9906452265326,345.5704162965179,401.6155253164373,264.2561786767754,227.09247777502748,buy
0,472.55915916668044,455.1545894020383,349.7147870570464,403.72846132353857,258.5398941680666,235.37028590822464,buy
0,474.46294932355806,457.2738938613993,349.0571011437929,402.40343842021133,260.08700855747975,226.94822916154007,buy
0,473.17633310416045,453.9067280695814,352.5112342945745,401.72374831520676,260.0579178949316,227.8720363351347,buy
0,476.6174232447961,461.0622839176953,353.1059075669713,408.8129183677312,265.0414128617444,240.29234845935096,buy
0,484.03499547462764,447.55437003237716,363.3136626885403,405.3657938412338,251.0933085239182,237.65832391251885,buy
0,490.61870135085456,470.9172791340158,378.98883488050575,410.34836095408923,257.44664409233656,237.38201775134237,buy
0,484.73222670472666,455.7601975158178,402.5770395221753,405.47196802941335,258.8749884432505,239.46817264549435,buy
0,486.4287437835083,456.830510654879,405.204211447812,405.6788781744696,245.761070874171,237.82565153578386,buy
0,497.42010108787093,467.2812601802384,391.3096965129415,410.3449355608849,256.2060774462945,243.04963901074254,buy
0,487.6070052291026,466.6511045196733,364.0722385476252,409.2879307019352,254.21772843994037,240.6150549600712,buy
0,484.29901358460756,466.6160715525859,351.4234584005828,406.7889511049728,261.5801955460073,242.4257154261652,buy
0,476.5565914647552,465.9133684680903,358.2744065536077,406.70467484498516,258.9734070352205,243.09283568167706,buy
0,485.9054942373862,466.67087421364636,363.3964404979665,405.72796889776015,261.1676418568158,245.77061149940155,buy
0,475.2286802056626,462.0357536952502,357.61305149787114,398.9952886596893,256.8842781704592,237.42051223670956,buy
0,478.0139515961801,457.2033775927655,356.3860503535247,399.11576517934935,256.6516607102702,242.00769931682822,buy
0,485.4619112444723,456.8282564035498,362.93705790413003,397.39626323906856,260.7401896688821,238.86788169049586,buy
0,485.5133584725353,454.59368063769244,374.762782775126,404.49874213450954,272.47215974994083,239.47857545604717,buy
0,504.16611254172847,454.4607145300088,395.8506374738345,405.76236278582655,258.17653186699096,240.1942293912393,buy
0,492.29840119469594,455.0938707715109,398.15091680029565,405.45797930419207,258.12851068380087,240.0182712081143,buy
0,487.32196005302603,455.7081393798927,385.1781474612814,405.41191042530846,268.9775436773643,242.48153496780438,buy
0,480.4100839564561,453.4875919965646,371.5146490087932,402.365908395627,268.86684588376954,241.6520564185943,buy
0,493.29653804265024,460.77681938507425,362.64236293404196,404.05111914134403,265.8143174311261,242.26389079236802,buy
0,491.8062220417236,459.89999577004113,360.6999388161714,404.7756030749839,265.04295827537373,243.5275824010115,buy
0,493.3186389627745,455.69622606908547,361.6398094749253,404.2925093939133,264.72627982357034,243.97774232800717,buy
0,477.12497608657935,456.88600477643325,363.8983060543169,402.69220602051496,264.0669693081162,244.2741908073392,buy
0,488.1435488277038,457.6093156577748,355.3177875093081,401.7622236061839,265.45837211040157,247.29378404266342,buy
0,521.7336372153673,608.7632901233405,533.1934821981067,686.9136910367195,264.8459147064003,348.53799008866486,buy
0,579.4419212812611,612.0597738665582,553.983693953959,690.263206685056,275.85437791201355,328.7781976404788,buy
0,589.8858878184087,614.1638895816255,585.1567633774218,690.9726794081316,289.5868651174199,327.14998412669416,buy
0,563.6436950089796,612.8707742875073,628.4969656775941,692.3416504643427,274.68219331463115,332.08731191478654,buy
0,571.2068269442043,619.0737012965188,634.9841634874592,695.0109838938431,265.2086453126696,334.6620805970592,buy
0,565.3553921305434,618.0169134612732,628.4183347915038,693.074243255526,263.7501830112418,331.28722588128505,buy
0,564.4368475018224,619.5058294497449,625.4384576631909,690.7752635716208,263.26591083731074,332.23744817499716,buy
0,567.2519990203607,617.3403042300071,626.0292595001702,690.6944343665391,276.7722320293172,328.999569940998,buy
0,567.1457716351422,614.2010525363135,624.9717505135718,690.9555675550619,276.89265960845233,349.51910120849385,buy
0,571.3429887479518,614.5219551686469,626.2226283322275,687.6874209843329,279.1805295457143,348.8528386407631,buy
0,543.6877849086349,606.6742841368527,587.3770431462378,680.3354506348545,272.63891479159673,322.2081543489206,buy
0,591.0184606912941,589.9847346824216,503.338027940711,667.7587657418303,283.26275741232496,321.1460445735658,buy
0,533.4358513451516,583.804982864847,470.49736224607966,661.6990255483537,226.8963792679899,329.5317427692723,buy
0,486.203673397888,578.1924680723132,427.3678917528283,660.2338057464971,214.4876328635383,331.91547698463637,buy
0,362.6707708859611,574.8607400817303,502.90505546059927,658.0705570946949,215.55299881379912,326.98398011704546,buy
0,367.71492989000876,572.7479821951947,503.7475570235842,660.9596789458134,221.18703246679488,325.42583021178456,buy
0,497.39593946890005,577.020926723107,440.1204841668248,667.3243279124496,219.6883103102514,325.99854547840727,buy
0,611.1014198198471,584.9439534152343,475.5574947995477,684.0076916465569,269.9698711151073,321.9893101096212,buy
0,612.2748124899308,607.0566979702036,530.7165517957419,703.1995461906243,281.9300116224689,345.6334441676865,buy
0,589.2755169736554,612.5892889351611,599.3191958944719,703.9672488579735,301.2300672785585,343.7510808194618,buy
0,578.2434534117536,621.2835810316378,624.529157621255,702.2124063998424,299.241430405271,349.3102402970854,buy
0,588.6154984013602,609.3656071377536,623.8724053927889,696.1033618460866,305.10108911325926,337.7912045386264,buy
0,571.2738642733779,609.5104961657173,618.556224569844,697.177284516424,297.68898584171876,343.1561344099589,buy
0,569.5524390045825,610.0080171337536,618.2011785085876,694.8292453091386,299.5835086477777,342.316439806282,buy
